Schluessel;Bezeichnung;Wohnort;Männer;Frauen;Deutsche;Ausländer;u. 20 J.;20 - u 25 J.;55 J. u älter;Arbeitsort;Wohnort gleich Arbeitsort;Einpendler;Auspendler;Zahl der Betriebe;Ahnung;was das ist
1054091;Nordstrand;678;369;309;628;46;37;53;169;292;181;111;497;68;;
1054092;Norstedt;166;93;73;163;3;10;14;36;4;*;*;*;4;;
1054093;Ockholm;89;52;37;*;*;3;8;21;44;10;34;79;9;;
1054094;Oevenum;206;94;112;194;12;9;25;40;185;33;152;173;19;;
1054095;Oldenswort;469;253;216;459;10;9;41;102;162;52;110;417;42;;
1054096;Oldersbek;289;164;125;283;6;8;33;52;69;22;47;267;15;;
1054097;Olderup;166;90;76;*;*;11;14;26;60;13;47;153;13;;
1054098;Oldsum;177;90;87;168;9;8;17;34;81;28;53;149;19;;
1054099;Ostenfeld (Husum);500;250;250;*;*;14;38;96;532;54;478;446;41;;
1054100;Osterhever;69;36;33;65;4;3;5;19;44;13;31;56;13;;
1054101;Oster-Ohrstedt;212;120;92;208;4;12;13;39;170;21;149;191;13;;
1054103;Pellworm;347;167;180;324;23;14;31;91;275;232;43;115;71;;
1054104;Poppenbüll;65;35;30;*;*;7;4;10;20;6;14;59;6;;
1054105;Ramstedt;158;84;74;*;*;6;16;43;27;7;20;151;9;;
1054106;Rantrum;733;362;371;725;8;17;74;121;247;61;186;672;39;;
1054108;Reußenköge;99;54;45;94;5;4;8;21;353;24;329;75;44;;
1054109;Risum-Lindholm;1,579;825;754;1,557;22;55;151;306;557;197;360;1,382;112;;
1054110;Rodenäs;161;86;75;157;4;6;12;41;*;12;*;149;*;;
1054113;Sankt Peter-Ording;1,313;635;678;1,050;263;30;134;259;2,670;862;1,807;451;286;;
1054116;Schwabstedt;423;224;199;418;4;12;45;83;98;36;62;387;29;;
1054118;Schwesing;379;191;188;364;14;12;45;60;68;19;49;360;18;;
1054119;Seeth;169;90;79;*;*;8;15;29;44;12;32;157;14;;
1054120;Simonsberg;306;160;146;301;5;8;29;61;83;21;62;285;20;;
1054121;Sönnebüll;90;51;39;90;;*;10;15;34;7;27;83;10;;
1054123;Sollwitt;105;57;48;*;*;4;11;18;31;13;18;92;10;;
1054124;Sprakebüll;99;54;45;99;;4;10;23;38;7;31;92;15;;
1054125;Stadum;348;190;158;345;3;10;36;65;158;26;132;322;24;;
1054126;Stedesand;353;186;167;350;3;15;31;69;63;11;52;342;17;;
1054128;Struckum;349;178;171;343;6;12;32;79;254;31;222;318;24;;
1054129;Süderende;73;33;40;69;4;*;15;13;19;8;11;65;8;;
1054130;Süderhöft;4;*;*;4;;;;;;;;4;;;
1054131;Süderlügum;793;401;392;771;22;29;83;155;747;193;551;600;88;;
1054132;Südermarsch;51;26;25;*;*;3;5;11;19;3;16;48;9;;
1054134;Tating;367;172;195;319;48;7;39;72;87;37;50;330;39;;
1054135;Tetenbüll;180;84;96;174;6;10;15;46;144;27;117;153;33;;
1054136;Tinningstedt;80;32;48;*;*;*;9;18;10;*;*;*;6;;
1054138;Tönning, Stadt;1,689;872;817;1,605;82;56;128;403;1,442;593;848;1,096;157;;
1054140;Tümlauer Koog;37;20;17;*;*;*;4;5;14;3;11;34;8;;
1054141;Uelvesbüll;109;53;56;105;4;8;12;18;*;4;*;105;3;;
1054142;Uphusum;150;75;75;147;3;4;11;30;*;7;*;143;*;;
1054143;Utersum;177;75;102;156;21;7;15;46;181;86;95;91;19;;
1054144;Viöl;878;432;446;868;10;36;102;130;601;169;432;709;73;;
1054145;Vollerwiek;65;35;30;*;*;*;6;7;20;6;14;59;9;;
1054146;Vollstedt;67;34;33;67;;3;9;12;11;7;4;60;8;;
1054148;Welt;81;34;47;77;4;6;10;14;21;7;14;74;8;;
1054149;Wenningstedt-Braderup (Sylt);612;279;333;508;104;18;52;109;802;199;602;413;110;;
1054150;Westerhever;29;10;19;29;;*;3;12;*;7;*;22;*;;
1054152;Wester-Ohrstedt;403;223;180;390;13;14;57;58;386;52;334;351;33;;
1054154;Westre;128;68;60;124;4;4;18;26;54;21;33;107;13;;
1054156;Winnert;256;131;125;251;5;8;36;32;117;24;93;232;24;;
1054157;Wisch;38;20;18;38;;;8;4;;;;38;;;
1054158;Witsum;10;4;6;10;;;4;*;*;*;*;*;*;;
1054159;Wittbek;275;161;114;272;3;11;35;44;53;12;41;263;10;;
1054160;Wittdün auf Amrum;412;192;220;376;36;12;29;87;286;169;117;243;70;;
1054161;Witzwort;354;192;162;348;6;14;44;60;177;32;144;322;17;;
1054162;Wobbenbüll;141;69;72;*;*;4;5;26;18;4;14;137;6;;
1054163;Wrixum;250;117;133;240;10;6;34;56;89;19;69;231;18;;
1054164;Wyk auf Föhr, Stadt;1,723;805;918;1,498;224;47;142;414;2,142;1,171;969;552;320;;
1054165;Galmsbüll;196;114;82;188;8;14;21;39;75;15;60;181;26;;
1054166;Emmelsbüll-Horsbüll;316;160;156;307;9;9;34;77;104;38;66;278;37;;
1054167;Enge-Sande;395;213;182;392;3;16;35;88;204;36;168;359;35;;
1054168;Sylt;6,766;3,313;3,453;5,649;1,116;158;605;1,315;9,509;5,108;4,397;1,656;1,108;;
;;;;;;;;;;;;;;;;
1054;Nordfriesland;61,871;31,412;30,459;57,775;4,079;2,054;5,798;12,708;60,338;49,901;10,405;11,968;6,619;;
;;;;;;;;;;;;;;;;
1055001;Ahrensbök;3,328;1,729;1,599;3,208;119;106;244;680;1,448;553;895;2,775;203;;
1055002;Altenkrempe;457;237;220;446;11;7;37;89;89;27;62;430;21;;
1055004;Bad Schwartau, Stadt;6,970;3,525;3,445;6,669;299;155;473;1,648;5,433;1,174;4,258;5,795;578;;
1055006;Beschendorf;219;106;113;212;7;3;20;51;27;3;24;216;10;;
1055007;Bosau;1,195;648;547;1,178;17;40;78;242;293;114;179;1,081;80;;
1055010;Dahme;361;168;193;323;38;12;30;92;367;130;237;231;75;;
1055011;Damlos;235;118;117;*;*;*;7;55;*;4;*;231;*;;
1055012;Eutin, Stadt;5,613;2,740;2,873;5,384;228;137;432;1,297;7,957;2,374;5,583;3,239;547;;
1055014;Göhl;454;239;215;444;10;5;28;100;134;25;109;429;19;;
1055015;Gremersdorf;618;319;299;591;26;22;34;119;156;53;103;565;43;;
1055016;Grömitz;2,443;1,231;1,212;2,108;329;67;221;627;2,556;1,252;1,304;1,191;373;;
1055017;Großenbrode;703;328;375;672;31;25;45;168;695;245;450;458;75;;
1055018;Grube;379;175;204;360;19;7;25;80;404;70;334;309;39;;
1055020;Harmsdorf;253;145;108;*;*;5;21;56;89;18;71;235;13;;
1055021;Heiligenhafen, Stadt;3,013;1,504;1,509;2,794;218;63;283;644;2,087;1,051;1,036;1,962;279;;
1055022;Heringsdorf;357;179;178;338;19;12;19;99;75;25;50;332;26;;
1055023;Kabelhorst;190;92;98;186;4;*;18;39;*;8;*;182;*;;
1055024;Kasseedorf;532;270;262;517;15;14;46;123;143;28;115;504;25;;
1055025;Kellenhusen (Ostsee);315;141;174;255;60;6;29;78;347;131;216;184;77;;
1055027;Lensahn;1,898;988;910;1,838;60;67;157;394;1,726;453;1,272;1,445;143;;
1055028;Malente;3,591;1,796;1,795;3,452;138;86;254;886;2,683;1,135;1,548;2,456;260;;
1055029;Manhagen;153;83;70;149;4;4;13;30;25;9;16;144;9;;
1055031;Neukirchen;399;200;199;390;9;13;31;97;97;43;54;356;31;;
1055032;Neustadt in Holstein, Stadt;5,445;2,606;2,839;5,177;263;134;426;1,269;8,227;2,774;5,452;2,671;472;;
1055033;Oldenburg in Holstein, Stadt;3,577;1,844;1,733;3,383;192;86;339;778;3,752;1,325;2,427;2,252;325;;
1055035;Ratekau;5,970;2,985;2,985;5,675;293;146;419;1,305;2,715;805;1,910;5,164;367;;
1055036;Riepsdorf;368;180;188;365;3;11;31;84;59;26;33;342;23;;
1055037;Schashagen;867;441;426;841;26;21;51;204;648;81;567;786;65;;
1055038;Schönwalde am Bungsberg;936;476;460;923;13;22;82;214;388;117;271;819;68;;
1055039;Sierksdorf;560;308;252;474;86;12;50;130;988;116;872;444;62;;
1055040;Stockelsdorf;6,556;3,333;3,223;6,337;217;130;395;1,444;3,687;749;2,937;5,807;460;;
1055041;Süsel;1,999;994;1,005;1,965;34;50;117;446;652;166;486;1,833;96;;
1055042;Timmendorfer Strand;2,901;1,407;1,494;2,493;407;47;262;680;4,486;1,156;3,324;1,745;438;;
1055043;Wangels;862;469;393;784;78;30;72;207;770;179;591;683;51;;
1055044;Scharbeutz;4,005;1,968;2,037;3,741;263;81;294;914;2,777;757;2,019;3,247;340;;
1055046;Fehmarn, Stadt;4,921;2,462;2,459;4,378;541;134;460;1,037;5,464;3,645;1,818;1,276;621;;
;;;;;;;;;;;;;;;;
1055;Ostholstein;72,643;36,434;36,209;68,535;4,080;1,764;5,543;16,406;61,484;45,212;16,260;27,428;6,324;;
;;;;;;;;;;;;;;;;
1056001;Appen;1,908;942;966;1,800;108;55;118;387;813;134;679;1,774;131;;
1056002;Barmstedt, Stadt;3,917;2,048;1,869;3,665;248;95;351;839;2,259;764;1,495;3,153;278;;
1056003;Bevern;263;129;134;253;10;4;16;55;55;23;32;240;23;;
1056004;Bilsen;330;179;151;317;13;11;22;69;297;34;263;296;27;;
1056005;Bönningstedt;1,859;989;870;1,710;149;38;134;358;1,369;187;1,181;1,672;151;;
1056006;Bokel;225;115;110;222;3;9;23;58;77;15;62;210;15;;
1056008;Bokholt-Hanredder;441;242;199;432;9;10;41;93;276;30;246;411;45;;
1056009;Borstel-Hohenraden;1,051;544;507;981;70;21;62;193;229;50;179;1,001;58;;
1056010;Brande-Hörnerkirchen;690;348;342;667;23;21;54;125;263;66;197;624;48;;
1056011;Bullenkuhlen;155;88;67;143;12;*;12;31;35;16;19;139;10;;
1056013;Ellerbek;1,546;800;746;1,422;123;24;99;356;1,307;117;1,189;1,429;159;;
1056014;Ellerhoop;635;336;299;595;40;5;52;137;335;59;276;576;74;;
1056015;Elmshorn, Stadt;20,720;11,208;9,512;18,613;2,081;452;1,949;3,858;19,547;7,245;12,295;13,474;1,299;;
1056016;Groß Nordende;322;164;158;312;10;11;26;47;25;9;16;313;11;;
1056017;Groß Offenseth-Aspern;185;103;82;172;13;6;13;38;95;17;78;168;11;;
1056018;Halstenbek;6,760;3,520;3,240;6,176;579;119;434;1,417;3,544;520;3,024;6,240;378;;
1056019;Haselau;461;259;202;421;40;8;35;113;206;57;149;404;32;;
1056020;Haseldorf;743;376;367;718;24;24;62;151;188;72;116;671;56;;
1056021;Hasloh;1,502;769;733;1,417;83;42;110;319;369;72;296;1,430;78;;
1056022;Heede;319;163;156;313;6;12;27;59;103;15;88;304;23;;
1056023;Heidgraben;1,090;557;533;1,054;36;17;82;212;296;78;218;1,012;46;;
1056024;Heist;1,155;612;543;1,134;21;40;93;244;437;79;358;1,076;80;;
1056025;Helgoland;817;430;387;673;144;17;40;183;896;642;253;175;113;;
1056026;Hemdingen;745;396;349;728;16;24;69;142;275;64;211;681;44;;
1056027;Hetlingen;574;300;274;564;10;13;36;126;310;38;272;536;27;;
1056028;Holm;1,304;700;604;1,230;74;36;88;295;825;138;687;1,166;113;;
1056029;Klein Nordende;1,200;603;597;1,172;28;16;71;300;279;56;223;1,144;59;;
1056030;Klein Offenseth-Sparrieshoop;1,230;653;577;1,199;31;31;83;255;532;109;422;1,121;58;;
1056031;Kölln-Reisiek;1,238;661;577;1,176;62;27;72;244;567;43;524;1,195;51;;
1056032;Kummerfeld;892;466;426;845;47;12;56;193;752;55;697;837;67;;
1056033;Seester;375;201;174;370;5;6;31;86;79;17;62;358;22;;
1056034;Langeln;247;131;116;236;11;8;12;49;70;11;59;236;15;;
1056035;Lutzhorn;317;168;149;312;5;19;32;51;95;22;73;295;27;;
1056036;Moorrege;1,857;949;908;1,801;56;65;124;359;900;180;720;1,677;90;;
1056037;Neuendeich;195;99;96;187;8;*;15;40;75;20;55;175;23;;
1056038;Osterhorn;187;108;79;164;23;11;20;25;164;37;127;150;11;;
1056039;Pinneberg, Stadt;17,361;9,195;8,166;15,160;2,185;337;1,353;3,351;12,677;3,159;9,510;14,200;1,072;;
1056040;Prisdorf;946;493;453;890;55;20;62;204;704;58;646;888;84;;
1056041;Quickborn, Stadt;8,561;4,423;4,138;7,961;595;189;617;1,730;6,642;1,306;5,334;7,255;596;;
1056042;Raa-Besenbek;216;107;109;209;7;4;19;46;41;9;32;207;13;;
1056043;Rellingen;5,622;2,902;2,720;5,170;446;87;351;1,277;6,611;693;5,913;4,929;474;;
1056044;Schenefeld, Stadt;8,054;4,175;3,879;7,274;774;118;556;1,677;6,489;1,066;5,420;6,988;597;;
1056045;Seestermühe;351;173;178;339;12;4;28;87;168;34;134;317;35;;
1056046;Seeth-Ekholt;377;201;176;359;18;7;23;91;74;24;50;353;19;;
1056047;Tangstedt;935;502;433;860;75;13;76;166;604;124;479;811;84;;
1056048;Tornesch, Stadt;5,722;3,037;2,685;5,392;330;122;514;1,290;4,581;853;3,727;4,869;307;;
1056049;Uetersen, Stadt;7,458;4,100;3,358;6,657;792;203;672;1,568;4,906;1,536;3,368;5,922;428;;
1056050;Wedel, Stadt;12,785;6,767;6,018;11,257;1,512;219;885;2,709;10,102;3,663;6,437;9,122;824;;
1056051;Westerhorn;534;283;251;520;14;18;28;117;274;55;219;479;29;;
;;;;;;;;;;;;;;;;
1056;Pinneberg;126,377;66,714;59,663;115,242;11,036;2,654;9,748;25,820;91,817;56,798;34,983;69,576;8,315;;
;;;;;;;;;;;;;;;;
1057001;Ascheberg (Holstein);1,050;539;511;1,012;38;43;84;237;569;166;403;884;71;;
1057002;Barmissen;56;29;27;*;*;;*;15;*;3;*;53;4;;
1057003;Barsbek;219;112;107;*;*;5;12;57;40;9;31;210;8;;
1057004;Behrensdorf (Ostsee);203;115;88;199;3;7;15;60;57;17;40;186;13;;
1057005;Belau;143;77;66;143;;;9;34;30;3;27;140;8;;
1057006;Bendfeld;80;43;37;80;;*;*;17;*;*;*;*;*;;
1057007;Blekendorf;629;332;297;616;13;29;53;165;315;111;204;518;62;;
1057008;Bönebüttel;806;370;436;793;12;8;46;198;132;37;95;769;33;;
1057009;Bösdorf;493;258;235;454;39;9;31;113;106;23;83;470;33;;
1057010;Boksee;191;91;100;191;;*;10;44;22;6;16;185;5;;
1057011;Bothkamp;108;61;47;*;*;3;11;24;22;3;19;105;5;;
1057012;Brodersdorf;163;89;74;147;16;*;10;36;9;*;*;*;7;;
1057013;Dannau;220;105;115;217;3;7;15;63;65;13;52;207;20;;
1057015;Dersau;298;157;141;289;9;7;19;63;76;20;56;278;19;;
1057016;Dobersdorf;409;225;184;387;22;11;23;103;85;40;45;369;19;;
1057017;Dörnick;74;33;41;*;*;*;5;19;4;;4;74;4;;
1057018;Fahren;50;23;27;50;;*;*;13;*;4;*;46;*;;
1057020;Fiefbergen;199;106;93;196;3;*;11;54;*;8;*;191;*;;
1057021;Giekau;371;184;187;*;*;13;25;82;80;23;57;348;21;;
1057022;Grebin;332;168;164;321;11;7;23;90;141;40;101;292;32;;
1057023;Großbarkau;89;45;44;86;3;*;5;20;90;11;79;78;10;;
1057024;Großharrie;204;106;98;*;*;6;18;40;90;11;79;193;14;;
1057025;Heikendorf;2,424;1,171;1,253;2,296;126;43;125;622;1,363;379;984;2,045;222;;
1057026;Helmstorf;100;47;53;97;3;3;3;33;*;7;*;93;*;;
1057027;Högsdorf;164;82;82;164;;6;15;36;*;4;*;160;*;;
1057028;Höhndorf;167;92;75;*;*;3;5;37;73;6;67;161;14;;
1057029;Hohenfelde;348;187;161;342;6;13;27;83;58;21;37;327;21;;
1057030;Hohwacht (Ostsee);216;113;103;192;24;6;24;52;242;58;184;158;45;;
1057031;Honigsee;189;96;93;*;*;3;10;34;21;10;10;179;13;;
1057032;Kalübbe;241;124;117;237;4;7;14;54;94;17;77;224;11;;
1057033;Kirchbarkau;276;142;134;272;4;5;18;60;69;14;54;262;18;;
1057034;Kirchnüchel;62;35;27;62;;*;4;15;*;*;*;*;*;;
1057035;Klamp;280;149;131;273;7;13;19;58;7;3;4;277;3;;
1057037;Klein Barkau;92;47;45;92;;*;6;20;*;4;*;88;*;;
1057038;Kletkamp;38;23;15;31;7;*;3;10;*;10;*;28;*;;
1057039;Köhn;279;139;140;271;8;9;10;63;60;17;43;262;13;;
1057040;Krokau;167;88;79;164;3;*;11;34;*;4;*;163;5;;
1057041;Krummbek;160;83;77;153;7;9;14;21;70;14;56;146;14;;
1057042;Kühren;259;134;125;247;12;5;19;59;57;15;42;244;14;;
1057043;Laboe;1,487;777;710;1,418;68;23;92;392;848;262;586;1,225;119;;
1057044;Lammershagen;95;45;50;*;*;;;39;*;3;*;92;*;;
1057045;Lebrade;246;126;120;204;42;6;20;55;153;55;98;191;21;;
1057046;Lehmkuhlen;523;262;261;516;7;20;44;122;101;19;82;504;25;;
1057047;Löptin;130;66;64;127;3;*;9;32;14;7;7;123;6;;
1057048;Lütjenburg, Stadt;1,717;873;844;1,637;80;63;181;359;1,670;552;1,118;1,165;190;;
1057049;Lutterbek;138;68;70;*;*;4;8;39;*;*;*;*;*;;
1057050;Martensrade;407;213;194;*;*;9;31;90;200;68;132;339;18;;
1057051;Mönkeberg;1,385;665;720;1,323;61;22;76;298;358;64;294;1,321;50;;
1057052;Mucheln;220;125;95;214;6;8;18;49;41;9;32;211;7;;
1057053;Nehmten;89;38;51;86;3;3;3;25;*;11;*;78;*;;
1057054;Nettelsee;201;103;98;192;9;5;8;33;27;12;15;189;8;;
1057055;Panker;536;270;266;528;8;13;43;131;165;36;129;500;24;;
1057056;Passade;100;52;48;*;*;*;8;26;68;5;63;95;10;;
1057057;Plön, Stadt;2,851;1,400;1,451;2,656;193;72;249;684;3,395;929;2,465;1,921;302;;
1057058;Pohnsdorf;152;75;77;152;;4;9;34;50;8;42;144;12;;
1057059;Postfeld;160;87;73;*;*;5;13;42;14;3;11;157;10;;
1057060;Prasdorf;166;89;77;*;*;*;9;25;*;*;*;*;*;;
1057062;Preetz, Stadt;5,672;2,900;2,772;5,462;207;148;375;1,296;4,611;1,589;3,022;4,083;332;;
1057063;Probsteierhagen;787;405;382;756;30;28;36;182;200;55;145;732;37;;
1057065;Rantzau;145;86;59;138;6;*;15;44;16;3;13;142;6;;
1057066;Rastorf;303;146;157;*;*;6;20;87;126;21;105;282;24;;
1057067;Rathjensdorf;161;82;79;145;16;6;13;37;57;13;44;148;14;;
1057068;Rendswühren;300;156;144;*;*;10;25;65;142;17;125;283;14;;
1057069;Ruhwinkel;404;211;193;396;8;8;34;85;125;34;91;370;29;;
1057070;Schellhorn;519;255;264;509;10;15;36;120;345;29;316;490;39;;
1057071;Schillsdorf;353;173;180;*;*;4;26;74;82;30;52;323;24;;
1057072;Schlesen;239;117;122;235;4;5;16;54;29;6;23;233;8;;
1057073;Schönberg (Holstein);2,037;1,035;1,002;1,951;85;54;134;514;1,729;606;1,123;1,431;231;;
1057074;Schönkirchen;2,606;1,291;1,315;2,526;80;53;167;578;1,864;267;1,596;2,339;142;;
1057076;Schwartbuck;302;157;145;297;5;15;26;67;41;9;32;293;12;;
1057077;Selent;551;290;261;535;15;20;39;102;252;54;198;497;38;;
1057078;Stakendorf;185;97;88;181;4;3;14;35;117;35;82;150;14;;
1057079;Stein;255;131;124;251;4;*;12;77;65;17;48;238;18;;
1057080;Stolpe;509;254;255;502;6;15;28;107;95;16;79;493;26;;
1057081;Stoltenberg;106;55;51;101;5;*;4;33;10;5;5;101;5;;
1057082;Tröndel;146;80;66;*;*;5;14;26;41;9;32;137;12;;
1057083;Tasdorf;114;58;56;108;6;*;8;19;44;10;34;104;9;;
1057084;Wahlstorf;164;83;81;161;3;5;10;34;27;6;21;158;13;;
1057085;Wankendorf;1,156;625;531;1,131;24;34;115;234;693;211;482;945;80;;
1057086;Warnau;128;62;66;125;3;4;5;33;11;*;*;*;6;;
1057087;Wendtorf;308;174;134;300;8;9;13;87;62;14;48;294;23;;
1057088;Wisch;242;129;113;*;*;8;11;69;41;8;33;234;16;;
1057089;Wittmoldt;50;28;22;46;4;*;4;8;12;5;7;45;5;;
1057090;Fargau-Pratjau;297;156;141;292;5;5;15;58;22;7;15;290;9;;
1057091;Schwentinental, Stadt;4,903;2,443;2,460;4,745;155;114;325;1,041;4,901;730;4,169;4,173;406;;
;;;;;;;;;;;;;;;;
1057;Plön;45,394;23,033;22,361;43,788;1,586;1,141;3,118;10,479;27,289;17,108;10,175;28,285;3,235;;
;;;;;;;;;;;;;;;;
1058001;Achterwehr;328;164;164;321;6;9;12;69;74;9;65;319;18;;
1058003;Alt Duvenstedt;789;416;373;771;18;15;62;174;546;73;473;716;38;;
1058004;Altenhof;96;51;45;93;3;;4;20;78;10;68;86;15;;
1058005;Altenholz;3,296;1,637;1,659;3,181;114;48;198;744;2,630;431;2,199;2,865;189;;
1058007;Arpsdorf;112;62;50;109;3;11;8;17;29;6;23;106;7;;
1058008;Ascheffel;364;179;185;354;10;13;21;84;146;36;110;328;21;;
1058009;Aukrug;1,458;761;697;1,416;42;50;116;332;1,110;337;773;1,121;85;;
1058010;Bargstall;63;32;31;63;;*;5;20;*;*;*;*;*;;
1058011;Bargstedt;303;158;145;*;*;6;21;75;57;18;39;285;13;;
1058012;Barkelsby;557;289;268;550;7;7;46;126;150;40;110;517;39;;
1058013;Beldorf;101;53;48;*;*;*;11;20;55;12;43;89;12;;
1058014;Bendorf;156;85;71;151;5;7;19;33;66;17;48;139;16;;
1058015;Beringstedt;276;162;114;262;14;10;20;79;92;26;66;250;23;;
1058016;Bissee;53;26;27;*;*;*;6;10;45;6;39;47;12;;
1058018;Blumenthal;240;119;121;231;9;4;17;75;22;*;*;*;11;;
1058019;Böhnhusen;112;61;51;112;;4;7;27;*;3;*;109;*;;
1058021;Bokel;233;121;112;229;4;8;12;46;15;4;11;229;8;;
1058022;Bordesholm;2,153;1,082;1,071;2,079;73;53;125;618;2,315;508;1,806;1,645;241;;
1058023;Borgdorf-Seedorf;175;86;89;169;6;5;9;45;48;6;42;169;8;;
1058024;Borgstedt;552;272;280;541;11;11;31;123;532;27;504;525;31;;
1058025;Bornholt;48;27;21;48;;3;3;15;*;*;*;*;*;;
1058026;Bovenau;421;212;209;407;14;11;22;79;213;34;178;387;28;;
1058027;Brammer;139;75;64;133;6;4;11;24;63;17;46;122;10;;
1058028;Bredenbek;588;310;278;579;9;18;36;129;209;42;167;546;27;;
1058029;Breiholz;553;299;254;548;5;13;52;106;229;62;167;491;34;;
1058030;Brekendorf;390;205;185;385;5;6;25;71;37;9;28;381;16;;
1058031;Brinjahe;40;22;18;40;;*;3;11;17;4;13;36;5;;
1058032;Brodersby;203;110;93;*;*;5;14;51;147;13;134;190;16;;
1058033;Brügge;313;172;141;306;7;12;17;76;141;20;121;293;13;;
1058034;Büdelsdorf, Stadt;3,846;2,005;1,841;3,705;139;72;289;819;4,933;800;4,132;3,046;270;;
1058035;Bünsdorf;232;125;107;220;11;3;18;54;72;21;51;211;22;;
1058036;Christiansholm;95;55;40;*;*;7;7;19;*;9;*;86;*;;
1058037;Dänischenhagen;1,255;621;634;1,238;17;25;70;304;680;91;589;1,164;90;;
1058038;Dätgen;285;159;126;250;34;4;27;33;130;28;102;257;25;;
1058039;Damendorf;158;78;80;155;3;3;11;43;*;7;*;151;*;;
1058040;Damp;551;286;265;488;63;14;45;119;2,763;271;2,492;280;69;;
1058042;Dörphof;279;130;149;271;8;10;27;56;45;12;33;267;17;;
1058043;Eckernförde, Stadt;7,523;3,664;3,859;7,266;256;174;542;1,850;7,525;2,917;4,607;4,606;714;;
1058044;Ehndorf;253;145;108;*;*;4;12;51;62;8;54;245;16;;
1058045;Eisendorf;120;58;62;*;*;3;5;29;*;;*;120;*;;
1058046;Ellerdorf;209;107;102;209;;6;19;38;18;6;12;203;9;;
1058047;Elsdorf-Westermühlen;619;343;276;597;22;18;48;115;198;56;141;563;32;;
1058048;Embühren;78;40;38;75;3;3;6;18;13;3;10;75;4;;
1058049;Emkendorf;562;304;258;554;8;15;59;119;139;28;111;534;21;;
1058050;Felde;760;390;370;738;22;11;50;179;299;34;265;726;45;;
1058051;Felm;459;226;233;451;8;8;19;93;65;6;59;453;12;;
1058052;Fleckeby;726;346;380;718;7;22;37;175;234;81;153;645;60;;
1058053;Flintbek;2,682;1,328;1,354;2,626;56;52;145;642;2,127;437;1,690;2,245;149;;
1058054;Fockbek;2,276;1,159;1,117;2,233;43;60;150;572;2,404;421;1,983;1,855;151;;
1058055;Friedrichsgraben;21;13;8;21;;*;4;5;*;*;*;*;*;;
1058056;Friedrichsholm;148;83;65;148;;3;8;37;85;13;72;135;10;;
1058057;Gammelby;173;84;89;*;*;6;13;44;49;6;43;167;11;;
1058058;Gettorf;2,652;1,338;1,314;2,594;58;52;165;569;1,716;490;1,225;2,162;182;;
1058059;Gnutz;523;273;250;514;9;16;33;104;112;28;84;495;25;;
1058061;Gokels;192;107;85;189;3;7;13;36;19;4;15;188;10;;
1058062;Grauel;117;66;51;112;5;*;10;29;*;4;*;113;*;;
1058063;Grevenkrug;56;31;25;*;*;*;4;16;113;6;107;50;6;;
1058064;Groß Buchwald;115;65;50;109;5;*;4;22;*;9;*;106;*;;
1058065;Groß Vollstedt;444;226;218;426;18;13;36;85;223;33;190;411;22;;
1058066;Groß Wittensee;438;240;198;435;3;9;29;103;237;47;190;391;32;;
1058067;Güby;215;101;114;205;10;8;18;57;213;51;160;164;13;;
1058068;Haale;193;107;86;*;*;9;12;37;41;11;30;182;12;;
1058069;Haby;216;113;103;213;3;8;12;56;54;8;46;208;11;;
1058070;Hamdorf;474;247;227;469;5;19;36;81;160;52;108;422;35;;
1058071;Hamweddel;187;104;83;184;3;6;16;35;84;9;75;178;14;;
1058072;Hanerau-Hademarschen;1,043;590;453;1,025;18;39;96;208;525;214;311;829;85;;
1058073;Haßmoor;105;57;48;*;*;4;6;31;14;5;9;100;4;;
1058074;Heinkenborstel;56;27;29;*;*;*;4;18;6;3;3;53;4;;
1058075;Hörsten;28;13;15;28;;*;3;3;18;3;15;25;9;;
1058076;Hoffeld;47;25;22;44;3;*;3;16;27;7;20;40;9;;
1058077;Hohenwestedt;1,968;1,063;905;1,909;59;68;178;416;3,624;793;2,831;1,175;216;;
1058078;Hohn;954;516;438;945;9;28;79;172;474;134;340;820;58;;
1058080;Holtsee;483;231;252;471;12;14;23;131;371;74;297;409;32;;
1058081;Holzbunge;135;79;56;117;18;*;10;34;52;8;44;127;13;;
1058082;Holzdorf;336;181;155;329;7;10;27;73;99;27;72;309;20;;
1058083;Hütten;80;32;48;80;;*;5;15;25;5;20;75;11;;
1058084;Hummelfeld;102;48;54;102;;*;13;18;7;3;4;99;6;;
1058085;Jahrsdorf;84;48;36;81;3;*;*;11;*;5;*;79;*;;
1058086;Jevenstedt;1,324;702;622;1,303;21;41;126;241;874;225;649;1,099;79;;
1058087;Karby;211;97;114;208;3;3;12;52;54;4;50;207;13;;
1058088;Klein Wittensee;65;37;28;65;;*;11;14;19;3;16;62;7;;
1058089;Königshügel;65;34;31;65;;3;5;15;*;*;*;*;*;;
1058090;Kosel;436;219;217;431;5;8;20;108;65;14;51;422;23;;
1058091;Krogaspe;191;95;96;188;3;7;18;38;75;9;66;182;13;;
1058092;Kronshagen;4,008;1,985;2,023;3,872;136;73;261;864;2,564;278;2,285;3,730;261;;
1058093;Krummwisch;271;152;119;267;4;5;12;55;59;10;49;261;16;;
1058094;Langwedel;642;328;314;627;15;11;37;131;112;25;87;617;27;;
1058096;Lindau;558;292;266;540;17;12;36;115;112;23;89;535;24;;
1058097;Lohe-Föhrden;191;111;80;*;*;8;21;33;73;8;65;183;11;;
1058098;Loop;48;25;23;*;*;*;4;16;7;3;4;45;4;;
